"Negative","Chris Pissed Me Off😤"
"Neutral","RT WorldStarFunny Bruh 😂 httptcogJeIiBnEgV"
"Negative"," i got betrayed by Somebody i was really DOWN for 💏🔐✊ shit hurt buh ill live"
"Positive","RT mier4wr My mom is a  

Doctor 💉 
Teacher 💼 
Chef 🍛 
Scientist 💡 
Designer 👗
Lover 💘 
Best friend 👭
Library 📒  
Happiness ❤"
"Positive","RT xbriannaa Good afternoon 😽"
"Positive","Awww 💕 auhcesined Keep on smiling ♥♥♥♥♥ 19Hi httptcopyPmZRusbB"
"Positive","💗💗💗💗

Dear arianagrande
Please follow me 
And hayleyjayneGD 
We love you 💗

💗💗💗💗
900"
"Neutral","SuperKamiGuru74 my brotha How you doing man Everything cool in texASS😜"
"Positive","home this christmas 😂

EMABiggestFansJustinBieber httptcocwYl4f75QA"
"Positive","versaxcebutera skylinebutera UniqueGrandes im eating friess nowwwww 😏💜"
"Positive","RT TheDreamCIoset Selenas style is so on point i just 😍 httptcomJKa1UVVln"
"Neutral","About to get me some Portillos😜"
"Positive","LOHANTHONY i love you so much 💜"
"Positive","Got a 90 on tht trig test 😏"
"Positive","RT ABugsLife 🎩Trick for Ronaldo 👏 HalaMadrid"
"Neutral","♨Display cast httptco362eiadBw2 music Japan info"
"Positive","The fact that criminal minds is on netflix😍"
"Neutral","I gotta boy thats on the side of me but will he ride for me 💕
Dreezy🎶🎶"
"Negative","RT missmonettxo3 Maybe love just isnt  for me 👐"
"Neutral","RT GBFollowBack 🔥  Retweet if you Follow Back 🔥"
"Positive","RT surfsurfy Happy Birthday MARIS 😂 MARSTELLARACAL AndalioLoisuuh 😋 httptcoflYQTIu4vz"
"Neutral","And dreamed of paradise 🌈 ♫ Paradise by coldplay — httpstcoWXmACiJWiM"
"Positive","Blue Black is just Ugh 😍😍"
"Positive","RT lmaoasaurus I love this 🙌 httptcoz1uuo3fk2U"
"Positive","YaraJK4 LOOOL you understand me well😂😂"
"Positive","OscarFromLA I wish you the best in life amp at lush You are a beautiful soul and it has been a pleasure working with you 💕 ily"
"Positive","RT JBCrewdotcom Justin Bieber We’ve got something special for you guys Look at scoots face 😂 httptcoDOeq8KfaV1"
"Positive","JBornReady Happy Birthday lil bro Tu on a Sunday lmao 💕🎉 keep doin your thangggg 😁"
"Neutral","TamSmith22 I got tha gas ⛽ amp tha coke i dont sell molly 💊 No more 🙅 iLoveMakonnen5D"
"Neutral","RT bluntswithdaddy Tongue kissing 👅😘 and lip biting 👄💦"
"Positive","RT JoseCheri jenniferxo  u liked the video😉"
"Negative","Trying to call my mom during accounting to tell hardtke about good mexican restaurants and shes totally ignoring me 😑 classicshari"
"Positive","RT vinitmittal When youre high af at the school game 😂😭 httpstcosNjVB8TwB6"
"Positive","RT PupsPorn dont worry be happy 😊😁  httptcocAtLuR8ZAf"
"Positive","Gennyy I Couldnt Even Finish W Polo 😂😂😩 we can do it through text"
"Neutral","l3fty HAHAHAHAHA ITS GETTING WEIRDER😂 amboiii I nk 🌷 at 12 bye I want Indocafe not cucumber 😂nasi lemak  👀 bye you I nk brush teeth brb"
"Positive","aspynovard BethanyMota yes so was i and she was amazing🔥👍🎥"
"Positive","RT BethanyMota Im taking over the youtube Instagram for DWTS in one hour 😊🎉 YouTubeBethany come join the party httptcoKYpp8RDy…"
"Positive","ThisIsMax I love youyou are so cute💕💕🙈☺️☺️☺️☺️☺️"
"Positive","Then come get some sugar 😍😋😘😎🐕💗"
"Negative","If bae calls you by your first nameyou know youre in trouble😔"
"Negative","RT rebeccaregan17 I stand and wait I need a drop of grace to carry me today 🎶"
"Positive","wilkinsonshigh your welcome 😌"
"Neutral","cuhmel toriibaileyy cuhmel toriibaileyy what is thatsunflower seeds 😐 we have some classy women in this schoolright"
"Positive","Get too excited for eastenders to come on 🙉"
"Positive","I WILL start going to the gym again 💪 time to get in shapetoned mylazyass ibelievethatiwillwin"
"Neutral","👑👇
Hey RealLiamPayne
Can you please take 2 seconds of your day to follow me I love you so much and youre my life 💕
×233"
"Negative","These hose aint loyal 🎶"
"Negative","MensHumor People say circumcision dosen’t hurt I was circumcised when I was born and I couldn’t walk for nearly a year 😂😂👌"
"Neutral","Salty about a bitch not me 😴 cause Im juggin to the max😎🙆💁💆"
"Positive","You know service got real when someone starts doing laps in the church 🙌🏃🏃"
"Neutral","RT DevoteesNEcija BTS of StarMagicCatalogue2015 ✨ 

Kathryn Bernardo 💛

StrongForKATH 14 httptcodT34kftzlV"
"Positive","justinbieber Hi  I know you love to make people smile and to make someone smile then please FOLLOW me Love you😋 x2084"
"Positive","When Shauski asks me to take a photo of him with his phone and then I start taking selfies 😅😁"
"Neutral","RT MagconHelpBR follow all that give rt this tweet jessicajarrell 💘"
"Neutral","karleekarcherr wore yoga pants 2 days in a row so that probabaly means no more booty tomorrow guys😔"
"Negative","There is no way this drug thing is gonna last long i feel like im going stupid 😂"
"Positive","Probably the most real sht Ive read all day😂😂 tag a friend reallife imdone truth httptcoUp0TQ1Pvea"
"Neutral","RT PoemPorns Read this 🙌  httptcoWPmcSftDML"
"Positive","Yeahhh m 😃😄😁 httptcoOxfpQATmmF"
"Negative","98 of my tweets are about camerondallas but he still manages to ignore them all and not follow me 😒"
"Negative","CourtneyMassey QuadriniFrankie come love me 💔"
"Negative","RT TropicalViibes I hate when people stare at me like 😐 hello 👋😂 tf you looking at"
"Negative","My work schedule on my bday lt 👎"
"Neutral","I love this new update thank u tweetcaster 👍"
"Positive","kevinthomasjr moonshine22c WindomChris amyjcoons BrookeRowden I got another used spike for sale if ya want it 😉"
"Neutral","RT sheusesaDYLdoe Definitely how my kid is gonna look 🔥🔥 httptco0ze22u2BQk"
"Negative","Psycho moves 😳 StrawberryLane"
"Positive","Love the little morning crew💕"
"Negative","tiapia8 What is this 😒 httptcob0ewobcAFH 😭😭😭😭"
"Positive","FloridianBetch only the truth love 😘😘"
"Negative","Swapmeesha Why did I give this lil Kim mixtape a chancewhy Jesus  😒😐"
"Negative","Fall 🙏👏"
"Neutral","Need to be sleep cause I gotta get up at 630 😫😫 imma be so tired"
"Negative","How did I ever get up at 6 in high school 😴"
"Neutral","laurenanne same 😭"
"Positive","kmonashefsky tweet of the year 🏆👏😂"
"Negative","FarahAlAnsari thats freaky 😱 was just singing it in my mind "
"Positive","delaneygipp9 thanks D😘 love yaaa😊❤️"
"Positive","RT girlposts she has a heart full of gold 💕💕 httptco1ygGvJmj0C"
"Negative","I find is really awkward when someone goes into the bathroom stall right next to me Especially when there is 15 other open stalls 😳"
"Negative","RT CondomsOverKids yall bitches watch love amp hip hop more than u watch your kids 🐸☕️"
"Positive","How cute is the sweater you guys Ugh  I love it ♥ httptcoohkqltoNM0"
"Negative","Show no love for a Thot niggaa 🔊🔊"
"Neutral","RT LadyGooner8 News coming in Theo Walcott could make a comeback for Arsenals NLD next weekagainst fierce rivals SPURS 😎

👏 💃Bailand…"
"Positive","xFayeeeee allhellKIWI SEE PLAYING AROUND 😂😂 😂😂 I left school with 20 but I had a good reason tho 😂😂👏"
"Positive","DjMeat5z lets get it big bro Keep working 💯🙌"
"Positive","MoyCatherine Have the most amazing time in Tenerife cath love you lots😘☀️👙xxxx"
"Positive","RT AustinMahone KCA MEXICO TODAY 😆 whos watching"
"Neutral","RT uranusclifford KISS985BUFFALO please please please choose me ☺️ i will be the happiest girl in the world httptcoqCMmFJPYlp x102"
"Positive","Really hopping I go to Hawaii for my cousins wedding 💕"
"Positive","Gmorning😘👋"
"Neutral","RT SmilingBabys Imagine if it was your job to get baby Pandas to bed 🐼 💕 httptcovzuquYFr6N"
"Positive","Luke5SOS Calum5SOS  Michael5SOS Ashton5SOS goood night guys i lub you thanks for everything i hope see you soon guys 💫"
"Positive","mexicosfavorite no I didnt cry 😂"
"Positive","RT TweetLikeAGirI Life goals omg 🐘 httptcoYleGdlgmWa"
"Positive","Seriously missing my DC girls So glad I met them 😘 httptcohr6nEI9rCf"
"Positive","🍕🎮🍕🎮
dear michael clifford from 5sos

please follow me and love me like a pizza♥

yours sincerely
kaari
🍕🎮🍕🎮
michael5sos x82"
"Neutral","whiteboydamian lmaoo how you know 👀"
"Negative","carolynkenyon Just choked on that Spanish test Ya elementary spanish my ass The hardest thing ever 😒"
"Positive","RT IrieDreadlocks Ray Rice got women all over the world READY 😂😂😂 httptcoI826ocodOU"
"Neutral","RT WatchesX Timex® Easy Reader Leather Strap Watch httptcoSoRLXtfYuu"
"Positive","RT drunksixthgrade WHERE DID THE CHILL GO 😂😭😫 httptcoHhomUWDg2Z"
"Negative","no amount of coffee has helped this morning😩"
"Negative","Figuring out youre the ugly one in the group  vaughnstarling LiveLoveNicole 😂😂"
"Negative","Mann Mfs Wanna Keep Wanting Me To Cop For Em 😒😒"
"Neutral","RT Carladsg dr house 💋"
"Positive","This is so cute aww 💕 httptcoWtDL3EqsEd"
"Neutral","JacobWhitesides 
In future you will come to Venezuela☺♡ x55"
"Neutral","RT ElliOra ritaora arriving at Heathrow airport today wearing her Adidas collection👌🇬🇧 ritaora adidasOriginals unstoppable httpt…"
"Neutral","✈️💫✈️ Luke5sos   my heros my love  my everything  can you please follow me  I need that amp you please love you 💕  ✈️💫✈️  x1221"
"Neutral","faithleadsme My girls that I met here in college have been realer than the girls i met in highschool amp shit Facts 💯💯 🙌🙌"
"Neutral","Girls who think theyre thick but theyre really just fat 😁😂 sorry not sorry"
"Positive","RT riosneddon happy😊💗"
"Negative","Oh lord let me start deleting shit for this iOS 8 😂"
"Negative","HHobsessed 😂😂😂😂omg im sorry"
"Negative","RT riplimone oomf raw on instagram but at school she filth 😂😂"
"Positive","RT WORIDSTARHlPHOP Wait For It 😂😂 httptcoqIS2RcPPgK"
"Neutral","mustachebethany hey 😊dont want to bother you but would you mind watching my videos and sharing Xx httpstco0lrUVIIvKR"
"Positive","torgv13 Miss ya more😊🙊"
"Negative","StaceyLeaGarner what the actual fuck 😂"
"Positive","RT AinSyahzanaaani long time no see hana hye 👋"
"Negative","RT iiindigox97 If you my ex I exclude you out my life 👐❌"
"Neutral","I keep my distance from a lot of people I just be chilling 😏"
"Positive","• I be stuntin with my clique •  🎶💕 httptcodicbNXd26D"
"Negative","you take 10 minutes ima take 20 😂"
"Positive","A2J2 your face 😍😛👅💦🔥"
"Positive","sexy fuckers🔥🔥👅"
"Positive","RT perksofzoella RT cause 7YearsOfTylerOakleyVideos ThankYouTyler TylerOakleyDay2K14 7YearsofTylerOakley tyleroakley 💗 httptcoP…"
"Positive","RT merelljustin FrankieJGrande does not need bodyguards Because hes got the Grandtourage 💪🙅"
"Negative","I CANT WAIT ANYMORE 🙅🍺🍻🎁🎈🎊💣🚬🎰 biggestpartyoftheyear 🙌 httptco0OQrM2gNi0"
"Positive","sph95 THANK YOUSEANILY2 ❤️"
"Negative","RT obeykamryn93 basicethan I hate you  Now everyone sees that I have no butt 😂😂"
"Positive","FAMstarINK man Im in tears 😂😂😭😭😭😂😂"
"Positive","1D and 5SOS last night💕💕😁😁 now Vegas until saturday best week ever 💕💕"
"Positive","When your head hit the pillow after a long day😌"
"Negative","Wouldnt like to be in glasgow at the moment 😂"
"Positive","Good Morning IG 💯 httptcow9GFwF2yLx"
"Positive","YazeedShahwan7  The person who really loves you will never leave your side no matter how hard things get through better or worse👌"
"Neutral","🍺🍺🍺🍺🍺🍺🍺

Hey Niall NiallOfficial I love you so much and you make me so happy So could u please follow me 

🍕🍕🍕🍕🍕🍕🍕

x6439"
"Neutral","Reply to yehmehfil Reethiel 10hottkaran WowowowI want to JoinD P ♥♥ HNYMusicLaunch"
"Positive","Where are you 😓"
"Neutral","saraaaahb watch it 😈"
"Positive","RT BrentRivera Good morning 💕 

A good morning tweet secretly means I think about you when I wake up"
"Negative","RT TatianaFloress I just realized today is Monday 😂"
"Negative","You think buying this will make your shitty life better  Smh youre the definition of sheep  Mbaa333 🐏"
"Negative","MsBrittanyyBeee Morning 😋 wish I still asleep but I have class soon 😞😢"
"Positive","Hey Boo  QueenHoneyC  Favorite song by her  🙌🙌 Straight up  Shit be banging  👌💯"
"Negative","keepupwithle Your dick small as fuck tho truegonz httptcoMgoL1ZdIJh

😂😂😂😂😂😂"
"Positive","Brebunny14 DrakeBell Thank you ☺☺"
"Positive","IamSkinnyMalone 

💥NEEEEWW MUSIC💥

MAD J  NoPRESSURE 
Prod By N2theA

Official Audio  httpstcoG7Fo97dcdo

Afrobeats 🔥🔥💯📢📢"
"Negative","My mom told me lights out at 10she never said I had to go to bed tho😈😈"
"Positive","RT ThatsSarcasm Shay Mitchell is bae😍🔥 httptcoK1hJig0SK3"
"Positive","RT greenlightnouis ☼🌻Michael5SOS
hi michael thank you for putting a smile on my face everyday a follow would mean the world and i love…"
"Positive","FunnyVines Best vine ever httpstcoUB3J6DZbFk 😂😭😂😭😂"
"Neutral","RT jacobsjellyfish rt for a dm to sammy

mbf HolohanSquadron 
HES FOLLOWING THROUGH DMS
💖picking people who deserve it💖"
"Neutral","waiting for ur gym buddy like Andrewcinnabonn 😂 httptcoOzU3zpXYBS"
"Neutral","RT jolengsmcdizz yuhuuuu pai dmatsunaga why sooooo gwapo 💖💘✨  inay you better grab a copy na 😊 StarStudioMag httptcoifr4cbQ5Az"
"Negative","me and naja had too much fun on the sidelines 😂🏈 callhernay"
"Neutral","Dont know how to contemplate this whole night Just gonna sleep on it and see whats right😌"
"Positive","RT jccaylen I HAVE SUCCESSFULLY FILMED A NEW VIDEO FOR U ALL THIS THURSDAY amp I THINK IMA BE PROUD OF THIS ONE 😁😁"
"Negative","RT 57Veronica Vincent 2 CatherineYou have a life Go on go live it Pushing her away again thx JT 😔 BATB Saturn Returns AUSTS1E5…"
"Negative","RT eyadxoubi Some people dont change they just learn to lie better😒"
"Positive","BeCoco77 Good Morning 💜 httptcoMjm3wgrvo5what a beautiful face to wake up to would even make a Monday feel great"
"Positive","Happy 21st pretty girl erikasamillano have a good one 😽💓"
"Negative","RT AKarina16 JaySmithh5 thats the last thing I want to do 😫"
"Neutral","RT SGBATMAN04 On God This Me😂💯 httptco73w9K14QB2"
"Positive","Nicccoleyy on the site Its cute and it reminded me of you coley bear🐻 httptcoZHtG1gsucQ"
"Negative","I need something to do tonight😐"
"Positive","RT 1DSIMSLIFE wedding 💕😍 httpstcoZZRppUBMNl"
"Neutral","RT MelisLily 🌿🌸 RT for 45 free follows 🌸🌿"
"Positive","Cusss ahh with suryakecap ♥haha httptcoPPo6HGAgS3"
"Positive","Looking at my time hop makes me realize how much has changed in the last year😁 dangg"
"Positive","RT ItsAnayeli Babysule  youre a real one 😘💗"
"Negative","I been knocked out since 1230 😂"
"Positive","lyciafaith 💥💕💥💕💥💕💥💕 i hope youre well 
if you happen to see this
can you please follow me 
it would make me sooo happy 😭💔"
"Neutral","RT WORIDSTARHlPHOP When horses become pro wrestlers 😂httptcon8vO5BYeOZ"
"Negative","EmmaKatt1 oh no 🙀 is she up to nortiness"
"Neutral","fionababygirl1 WeLoveRobDyrdek Yeah🙉"
"Positive","RT PrincessLaniiKK YASS PLAINSMEN 💚💛💚💛"
"Positive","BrownSyndrome5 Idc who you are but quote this with a cool selfie 🔥 best selfie Ive got forsure httptcoL0Kzk5Kdyc"
"Positive","itsEllaCruz Hi Ate Ella why you so pretty 😍💕 Notice me please"
"Negative","toyeduplantis BrooksBabineaux Rydizzzle clarelejeune stop 😑 racist"
"Neutral","💋HEY BAE💋

Nashgrier 🌹

MAKE MY HAPPY

🍩🍩🍩

WATCH 

LIKE

 amp

SUBSCRIBE 

🍩🍩🍩

NashvsHayes 

🍩🍩🍩

httptcoz7DK2GrDVY   

🌸🌸🌸X264"
"Neutral","It should flow out like this  Look man I aint fallin for no banana in my tailpipe😂"
"Positive","I am addicted to this song👌🎧 favesong addicted catchy edsheeran ed sheeran sing multiply… httptcondUNAfSCUF"
"Neutral","RT DakotaPhilo I would kill to see Jason Aldean sing Burnin it Down tomorrow 😭"
"Neutral","mysteriousfact Bullet proof vests fire escapes windshield wipers and laser printers were all invented by women 😳 sighs"
"Negative","RT 1Kashout I HATE A SMART MOUTH ASS TEACHER😤😒"
"Neutral","RT BestProFitness RT to save a life ❤️ httptcoPWravvDNUv"
"Negative","amp now im at school 😒"
"Positive","RT GetANNhoes kaatemb awww thank you 😊😊😘"
"Neutral","overdatop lol right And 50 used to box I could see it going the distance they need to make that happen 💯"
"Positive","RT AlexT52 PRzFINEST is the funniest nigga ever 😂😂"
"Positive","JDBFollowHelp Thank you so much❤️You helped me so much and nowjustin follows me❤️ just because you I knew when he followed❤️TYSM"
"Positive","Hi Troy Thanks for being a gentleman Enjoy belfast tonight WindsorPlayer☺️❤️ httptcowdMaJ1fGMB"
"Negative","RT emilychamblee The girls that say Luke Bryan is the cutest are bandwaggoners bc you obviously havent seen Dustin Lynch 😍💞"
"Positive","ImTooHuge thats like10 minuets of awkward dancing in front of your family lol 💕 but I love da song"
"Positive","RT konch3 What a great game and great result Buzzing is a understatement Great team performance and a great 3points LCFC ⚽️⚽️ Come…"
"Negative","In the rain 😝never "
"Positive","MAY WHITE CROW NA 😂😂"
"Neutral","RT carleynicole19 Who wants to take pictures tomorrow😍"
"Positive","mearahcarr lmfao that was forever ago 😂"
"Neutral","5SOSDaily Michael Calum and Luke on Ryan Seacrests snapchat story httptcoMlM4Xzx59g 😻😻"
"Neutral","RT JacobWhitesides I did notice you thanks a ton loveeee ❤️ whitegirlgrier"
"Positive","Just stay true with me and well be cool ☺"
"Negative","ViikeNoSecret blood couldnt makes us closer lmao 😂😂"
"Positive","August AlsinaPorn Star ♥ Way too nice"
"Positive","RT ObeyBlaziken Congrats Bro 😂 L7Hittt httptcoYXT9FCWfg2"
"Now I know why all these mosquitoes love me"," all these Bright Colours 🌹🌺 😤 lol httptcoDzNrQPaq1G"
"Positive","RT Nashgrier  nashgrierville goodnight babe 😚"
"Negative","Soooo this morning I walked into my art class and half the roof was not existing😰"
"Positive","RT 5SOS would you wanna runaway too cos all i really want is you 🎶 httptcoJC2En3a20X BBCR1  album httptco6LzYgMQKlN"
"Negative","Im tired  but I dont wanna go 2 sleep cause Im home by myself😕"
"Positive","StephanieSchw Thanks for the follow I like your night life 😀"
"Positive","Disney today😻"
"Neutral","🎶They call me the fireman thats my name🎶"
"Positive","RT JavanOneal 😂WolfTyla is bae😍😍😍😍 httpstcoq1FegQdQgY"
"Negative","nailarizvic I got what I wanted from you lol 😉😉"
"Positive","RT pizzahutmahone Being a Mahomie has made my life so much more entertaining im glad i became one ☺️💗 MahomieAppreciationDay"
"Negative","Everything starting to hit like 🚘🚖🚘🚍"
"Positive","RT AverageGoal 👌JUST IMAGINE WAKING UP TO THIS VIEW 😛😛🙏🙏😛😍 httptcoAFk3FaPgXq"
"Negative","MissVeca OgPolo what you 😒 about why you gotta add your smart ass inputs 😒"
"Negative","RT karlipickney AHAYEZZZ how is your ankle 😢"
"Neutral","Never Pause It All 🙅"
"Positive","RT MeekaylaT16 Orioles are the champs ⚾️👆🏆 IBackTheBirds Birdland"
"Neutral","dinahjane97 dinah today is my birthday can you please follow me in my main acc fifthxdevonne itd mean the 🌍 to me ily d"
"Negative","WesleyyChua  NOPE 🙈🙈🙈"
"Positive","girlposts I laughed way too hard 😂😂 httptcoRt32r3765E sydneybeth12 😂😂😂 oh man"
"Negative","Im hungry with no money Thats a great combination 😒"
"Positive","SoMos cover of Cool Kids by Echosmith 😍😍😍"
"Positive","ArianaGrande love u love u and still love you even more you r perfect ❤️❤️❤️❤️"
"Positive","EmmaSmithx happy birthday Emma ☺️❤️"
"Neutral","selfiehayes PamCalder0n I just wrote it down on another piece of paper And wrote anything😂✋"
"Negative","Allergies are kicking in 😑👌"
"Positive","1LoganHenderson I LOVE YOU LOGAN ♥"
"Positive","Omg I couldnt resist sorry😝 haha I love you KianLawley ❤ Im just kidding hehe❤ nice video👌👍 httptcoBGZiv9ZATk"
"Positive","My grandma crazy she thinks Im in a gang cause I shaved the back of my head with designs 😂😂😂 she fried bruh"
"Positive","RT StylesBizzlex Hey Ari 🙋💕 ArianaGrande
I love you so much💖
Youre my Queen 👑
If this get 200 RTs will you please follow me 😭🙏🙏
Its…"
"Positive","RT JennaColeman nickjfrost Im gonna be on Dr Who
Tough keeping that quiet let me tell you  WOOP ⛄️❄️"
"Negative","abbychannn Vannnahsaa lets be real You are a brat 😂"
"Negative","RT Drrake I want this right now 😭 httptcozENsh6YceQ"
"Negative","RT ReaIAaron Yeah 😔😒 httptcozAqw4kycCo"
"Negative","RT FuckYourrHEART havent talked to deavon in years 😴"
"Negative","when she got me them rings she told me i was burning a hole in her pocket 😭💀"
"Positive","RT ohhteenageIife Relationship goals 💕😍😍😍 httptco1lXjESiAAc"
"Neutral","RT KMohre9 Cant decide if I want to nap or get my hw over with 😐"
"Negative","Ive never ever gotten an interaction from Jacob 😭😭😭"
"Negative","still have to get my nails done😒"
"Negative","I hate slow drivers 😤"
"Positive","JennaSeychel pls bring my backpack I need it before first❤️ sorry I forgot it😂"
"Neutral","RT Nashgrier  15Nataly15 Im going to Austin TX the weekend after Nashville 😊  httptcoVxW1lPkjj1"
"Positive","Jenifer Lawrence in Silver Linings Playbook ❤️"
"Negative","I love how slack third period is 😴"
"Negative","RT BrooookeHart I feel like I need to take a break from life and people and just be alone for a day 😒"
"Positive","parinoige thank you ☺"
"Positive","ashxjustin iHeartRadio 5SOS omg thank youu 😭💕"
"Negative","Really dont feel well and I have 4 hours of sociology🙍🔫"
"Neutral","RT KalebAustinC98 EbonyWatkins16 ashtongreen16 I thought I lost mine to  lol then I clicked photos at the bottom 😂"
"Positive","Today was fun haha 🙌 Chunnshine66"
"Positive","JazzminMaree 😘😘😘😘  ily BBY"
"Neutral","🍈🐲 Id only hit if you had that nose piercing in"
"Negative","I miss my daddy man😔"
"Negative","Poxy humour 😔 work your balls off all week n nothing to show for it 😡🔫"
"Neutral","RT bethdeanx spend like half my time just watching vines👀"
"Neutral","I Got that fire ure searching for rappers check out my beats
↪🌟httptcoq74FHNWcnM🌟
sendbeats needbeats hiphop"
"Neutral","MarcoLXIX JolandaR15 Josh Groban  Higher Window Official Music Video httptcoeBFL9IhWlr via YouTube httptcom74W1U5mOS❤️"
"Positive","IvanAlvir Good Morning 😌"
"Neutral","Hiii HarryStyles would you mind following me ive tried for so long
PS whats your fav michael jackson songthis is important😋vsx"
"Negative","JazTheRapper was killin QB so bad that she had qb sayin nah she aint write those bars 😩😩😂😂"
"Neutral","RT JananijanzY Hope everyones safe and dry during this stormy weather🙏"
"Neutral","lawleyomfg Caylentastic yeah If I click on it but it stills shows Ricardo 😂😂 httptcoOV6V8OegCs"
"Negative","but even if the stars amp moon collide i never want u back into my life✨"
"Positive","Were making h15tory 💚"
"Positive","I love being called pretty😍 it make me feel all tingly inside😌 D"
"Negative","lilfoeSavage you do homework now  😳😂😂"
"Negative","RT LordSugar ParisHilton 🗽  42st Times Square httptcoyEuX2LwjbBHello Ms Hilton still havent heard from you what you act…"
"Neutral","bernardokath Hi Kath Stay safe x have a selfie w dj later pls ily 😘"
"Neutral","Im ready for ugg boots  prettyscarfs amp stuff 💁"
"Negative","I went through half of a bag of cough drops already 😐"
"Positive","RT klipscombb So excited for homecoming😋"
"Negative","RT lopezalondra68 Freshman girls be straightening their hair in the lobby 😂😂😂"
"Positive","Making pizza bagels at 1135 pm Sure as hell not ashamed 😂🍕"
"Negative","How is it that your brother follows me but you wont craw CrawfordCollins 😞💔"
"Neutral","Play arguments nd fights wit baee be having me blushing so hard 😏😏😍😍😍😍"
"Positive","Daily 💜 httptcoHvDURL1FmF"
"Negative","Everyone is this restroom is pooping itsagroupeffort 💩"
"Positive","RT teamOUAT This scene 😳😂 httptcoCql3mLXzKY"
"Positive","I wouldnt have never believed I wouldve come this far 🙌🙏 httptco4d2prMe9nr"
"Negative","RT AblockDre Late night riding why dz niggaz hiding 😐"
"Neutral","😂 egemini618 MissZindzi CorporateBarbie  its true httptcoRFtxmLGq0j"
"Negative","I dont wanna go to work 😩"
"Negative","KaylinRaeC miss u so much😫😒"
"Positive","shopping and lunch with the mother need to start purchasing some woollies for the winter season🙊💁"
"Positive","When your favorite song comes on 🎤😂  httpstcowJOp1nfrcy"
"Positive","RT Ashton5SOS Morning We are in Phoenix ☺️👍 x"
"Positive","Cravings satisfied 😋 homecooked prawnmee httptcoVy5abDTIuh"
"Neutral","Beyonces rendition of dawn penn  no no no🙌"
"Positive","Happy birthday to my main squeeze and the sweetest man in my life Henry 🐶🎉🎈❤️ httptco56nwVSO7rG"
"Positive","RT NyNyChulo Bobby Shmurda stay turnt 🔥😂😂 lol  httpstcoHrarMyOKdQ"
"Positive","RT athilahazhar DIYcookery Simple and look delicious 👌😍 httptcoNxVYCd5yvn Eyyzzaa"
"Positive","necethickums you must have lost your mind 😕😕😂😂 httptco2f97hK2vCQ"
"Negative","The world doesnt revolve around you well my fist is about to revolve around your whole damn face 😴😂"
"Negative","RT GxldSociety yall swear my ass fake 😒"
"Negative","Nos da pawbgoodnight everyone 😴"
"Positive","RT AmbitiousRam chereldenise lol thank you mom ☺️"
"Positive","His hair 😍RT nasliminaj Bae 😍 httptcodak1XRRych"
"Positive","By youngand6 TierItUp tiernightclub tonight‼️‼️ dont meet me there beat me there‼️‼️ via… httptcoIpV8dsUbWe"
"Negative","RT HergottMelanie My dads so sweet❤️ getting me pervert preventing stockings lol wtf httptcolMbdd2K0gX"
"Positive","besidevamps EbonyUpdates ShaunReynoldsES sure  😊"
"Neutral","RT DopeDances Bruh what 😳 httpstcovQKkWfO8bI"
"Positive","EpicJokesApp During exams we look up for inspiration down for desperation left and right for information HAHA 😜"
"Positive","RT IzabelZambrano Seriously the best dont drink amp drive commercial 😭😭😭 httpstcofoQUSeRQbn"
"Negative","There goes my pictures 😒"
"Negative","naughtia 😩💔 I miss you more "
"Neutral","I hope I meet friends when I move to Jacksonville Thats probably the thing I worry about most not meeting people 😑😑"
"Positive","RT sammymaronski Good ass mood 😊"
"Positive","RT gohustlapeewee Guess who feeling better⁉️😜roadtolatex LATEX2K14 httptcokRQhu5bDgS"
"Positive","RT LoveBebilove Preach 🙌 imdanielpadilla 👊

DanielPadilla HimigHandog FourDaysToGo
Just LOVE No Hate KathNiel httptcoj4Wj4nCLEO"
"Neutral","Tough lost last night for my team but I know we can KeepPounding and do our best Im still apart of PantherNation always BlackandBlue💙"
"Positive","RT KathCim HAPPY BIRTHDAY LEESUH 💕🎉🎈 love ya koalapeacock Such a pro at strange faces and dry wit hehe HAVE FUN 💖💖 httptcoMMMI3Xt…"
"Neutral","RT HerFINEass When People Send Me Screenshots I Be Looking At They Service Provider  Battery Percentage All That Shit 😂😂💀💀😩😩"
"Positive","Big plans for October and I literally cant wait Just need to get this cold to do one😷😷 coughingandsneezing"
"Negative","The Stupid Things I Do 🙈 I Do It For You 😩😘😍"
"Positive","brittanydunn03 thank you Brittany😘"
"Neutral","RT PrettyMuthaF If I fw somebody I want all of their attention or nun of it 💁"
"Negative","JaiBrooks1 HEY FUCKER I FOLLOWED ShopDirtyPig DAYS AGO SO PLEASE FOLLOW ME 😀 ×4"
"Neutral","RT NickiBestSource Beyoncé and Nicki Minajs selfie has reached 700k likes on Instagram 😍👑 EMABiggestFansNickiMinaj httptcoSxORy0D…"
"Positive","AlixLim hahahah this is the one that has light at the side right Haha before smartphones this was the shit 😂"
"Neutral","Jperalesssss after you 😂😂"
"Negative","RT RelateKaDitoDre Not my fault 😒"
"Negative","RT RineDreamz Bitches be lying 😩😂 HotOrNot"
"Positive","RT EllisRoach Just found this 😂 one of the bouncers at tiesto taking a naughty selfie httptcoxM8VJ9JWEJ"
"Positive","Feels so good being in my bed 😴😴"
"Neutral","RT abbyrahman daniiaisabella a boyfriend who listens to his mum equals to a good husband in the future dont let them go girls 😉"
